question,doc_id,doc_type
How many matches did Jose Luis Rodriguez play in the World Cup tournament?,player-1229,player
What is Jose Luis Rodriguez's current club and market value?,player-1229,player
How many international caps does the Panama midfielder Jose Luis Rodriguez have?,player-1229,player
How many goals did Inbeom Hwang score in the 2026 World Cup?,player-58,player
What is Inbeom Hwang's club and how much is he worth on the transfer market?,player-58,player
How many international caps does the South Korean midfielder Inbeom Hwang have?,player-58,player
What is N'clomande Ghislain Konan's market value?,player-471,player
How many matches did the Côte d'Ivoire defender play in the World Cup tournament?,player-471,player
What club does N'clomande Ghislain Konan play for?,player-471,player
What is Isidro Pitta's market value?,player-363,player
How many matches did the Paraguay forward play in the tournament?,player-363,player
Which club does Isidro Miguel Pitta play for?,player-363,player
What club does James David Rodriguez currently play for?,player-1128,player
How many matches did James David Rodriguez start in the World Cup tournament?,player-1128,player
What is James David Rodriguez's market value in euros?,player-1128,player
How many clean sheets did Lawrence Ati Zigi keep in the World Cup 2026?,player-1197,player
What is Lawrence Ati Zigi's current market value and which club does he play for?,player-1197,player
How many saves did Ghana's goalkeeper Lawrence Ati Zigi make during the tournament?,player-1197,player
How many matches did Mathew Leckie play in the World Cup 2026?,player-371,player
What is Mathew Allan Leckie's height and how many international caps does he have?,player-371,player
Which club does Mathew Leckie play for and what is his market value?,player-371,player
How many matches did Denis Zakaria play in the World Cup 2026?,player-188,player
What is Denis Zakaria's current club and market value?,player-188,player
How tall is Denis Zakaria and how many international caps does he have?,player-188,player
How many matches did Jhon Adolfo Arias play in the tournament?,player-1129,player
What is Jhon Adolfo Arias's market value and which club does he play for?,player-1129,player
How tall is the Colombian midfielder Jhon Adolfo Arias and when was he born?,player-1129,player
What is Marten De Roon's market value?,player-523,player
How many international caps does Marten De Roon have for the Netherlands?,player-523,player
Which club does Marten De Roon play for?,player-523,player
How many caps does Moonhwan Kim have for South Korea?,player-67,player
What is Moonhwan Kim's height and market value?,player-67,player
How many minutes did Moonhwan Kim play in the tournament and what cards did he receive?,player-67,player
How many appearances did Amar Memic have at the World Cup 2026?,player-145,player
What club does Amar Memic play for?,player-145,player
How tall is Amar Memic and when was he born?,player-145,player
What is Abdurisag Yusuf Abdurisag's market value?,player-171,player
How many minutes did the Qatar forward Abdurisag play in the tournament?,player-171,player
Which club does Abdurisag Yusuf Abdurisag play for?,player-171,player
How many minutes did Lyle Brent Foster play in the World Cup?,player-35,player
What club does Lyle Foster play for?,player-35,player
How many caps does the South African forward Lyle Brent Foster have?,player-35,player
How many minutes did Kristian Thorstvedt play in the World Cup?,player-928,player
What is Kristian Thorstvedt's current club and market value?,player-928,player
How many caps does the Norwegian midfielder Kristian Thorstvedt have?,player-928,player
How many matches did Teboho Mokoena play in the World Cup tournament?,player-30,player
What is Teboho Mokoena's market value and which club does he play for?,player-30,player
How many goals and assists did Teboho Mokoena score in the tournament?,player-30,player
How many matches did Isak Hien play in the World Cup 2026?,player-576,player
What is Isak Hien's market value and what club does he play for?,player-576,player
How tall is Isak Hien and when was he born?,player-576,player
What is Denil Daniel Castillo's market value?,player-512,player
How many international caps does the Ecuador midfielder Denil Daniel Castillo have?,player-512,player
What is Denil Daniel Castillo's height and birth date?,player-512,player
How many appearances did Yuto Nagatomo have in the 2026 World Cup?,player-551,player
What is Yuto Nagatomo's height and club team?,player-551,player
How many international caps does Yuto Nagatomo have and when was he born?,player-551,player
What is Henrique Fabinho's current market value?,player-225,player
How many matches did Henrique Fabinho play in the World Cup tournament?,player-225,player
Which club does Henrique Fabinho play for?,player-225,player
What is Kai Clifton Trewin's current club?,player-379,player
How many minutes did Kai Clifton Trewin play for Australia in the tournament?,player-379,player
What is Kai Clifton Trewin's market value?,player-379,player
What are Tyler Grant Bindon's tournament statistics for the 2026 World Cup?,player-706,player
How tall is Tyler Grant Bindon and what club does he play for?,player-706,player
How many international caps does the New Zealand defender Tyler Grant Bindon have?,player-706,player
How many clean sheets did Bo Kristoffer Nordfeldt have in the tournament?,player-595,player
What is the height and market value of Swedish goalkeeper Nordfeldt?,player-595,player
How many matches did Nordfeldt play and what was his save count during the tournament?,player-595,player
What is Ivan Basic's market value and which club does he play for?,player-143,player
How many matches did Ivan Basic play in the tournament and how many minutes did he accumulate?,player-143,player
How many international caps does Ivan Basic have for Bosnia and Herzegovina and what is his date of birth?,player-143,player
What is Fabián Balbuena's height and birth date?,player-343,player
How many international caps does Fabián Balbuena have for Paraguay?,player-343,player
Which club does Fabián Balbuena play for and what is his market value?,player-343,player
What club does Cristian Roldan play for?,player-327,player
How many international caps does Cristian Roldan have for the USA?,player-327,player
Did Cristian Roldan play any matches at the FIFA World Cup 2026?,player-327,player
What is Tshibola's height and market value?,player-1081,player
How many international caps does the Congo DR midfielder Tshibola have?,player-1081,player
Which club does Tshibola Tshibola currently play for?,player-1081,player
What is Ramón Sosa's current club and market value?,player-345,player
How many international caps does Ramón Sosa have for Paraguay?,player-345,player
What were Ramón Sosa's performance statistics in the World Cup tournament?,player-345,player
How many goals did Keito Nakamura score in the 2026 World Cup?,player-559,player
What club does Keito Nakamura play for?,player-559,player
How many assists did Keito Nakamura have during the tournament?,player-559,player
How many matches did Dylan Bronn play for Tunisia in the World Cup?,player-604,player
What is Dylan Bronn's height and birth date?,player-604,player
Which club does the Tunisian defender Dylan Bronn play for?,player-604,player
How many international caps does Oscar Bobb have?,player-932,player
What club does Oscar Bobb play for and what is his current market value?,player-932,player
How many minutes did Oscar Bobb play in the World Cup 2026 tournament?,player-932,player
How many goals did Mohamed Salah score in the World Cup tournament?,player-660,player
What is Mohamed Salah's height and birth date?,player-660,player
Which club does Mohamed Salah play for and what is his current market value?,player-660,player
What is Mousa Musallam Abdallah Nasib's height?,player-1017,player
How many international caps does the Jordan defender from Al Zawra'a SC have?,player-1017,player
How many matches did Mousa Musallam play in the World Cup tournament and how many minutes did he accumulate?,player-1017,player
How many goals did Amine Gouiri score in the World Cup tournament?,player-971,player
What is Amine Gouiri's current market value and which club does he play for?,player-971,player
How many matches did Amine Ferid Gouiri start in the World Cup?,player-971,player
How many matches did Vitor Rayan play in the World Cup 2026?,player-234,player
What is Vitor Rayan's market value and which club does he play for?,player-234,player
How tall is Vitor Rayan and when was he born?,player-234,player
What club does Jayden Oswin Adams play for?,player-49,player
How many appearances did Jayden Adams have at the World Cup and how many minutes did he play?,player-49,player
What is Jayden Oswin Adams' market value and when was he born?,player-49,player
How many matches did Thomas Meunier play in the World Cup 2026?,player-639,player
What is Thomas Meunier's current club and market value?,player-639,player
How tall is Thomas Meunier and how many international caps does he have?,player-639,player
How many matches did Abdullah Saud Abdulhamid play in the tournament?,player-792,player
What is Abdullah Saud Abdulhamid's height and market value?,player-792,player
Which club does Abdullah Saud Abdulhamid play for and how many international caps does he have?,player-792,player
What are Timothy Payne's World Cup 2026 tournament statistics?,player-704,player
How many international caps does the New Zealand defender Timothy John Payne have?,player-704,player
What is Timothy Payne's current market value and playing height?,player-704,player
How many matches did Idrissa Gana Gueye play for Senegal in the World Cup?,player-863,player
What club does Idrissa Gueye play for and what is his current market value?,player-863,player
How tall is Idrissa Gana Gueye and how many international caps does he have?,player-863,player
How many matches did Jackson Irvine play in the World Cup?,player-386,player
What is Jackson Alexander Irvine's current club and market value?,player-386,player
How tall is Jackson Irvine and how many international caps does he have?,player-386,player
What is Memphis Depay's current market value?,player-530,player
How many international caps does Memphis Depay have for the Netherlands?,player-530,player
Did Memphis Depay score any goals in the World Cup 2026 tournament?,player-530,player
How tall is Leonardo Pereira from Brazil?,player-223,player
What is Leonardo Pereira's market value?,player-223,player
Which club does Leonardo Pereira play for?,player-223,player
What is Yaimar Abel Medina's market value?,player-520,player
How many caps does the Ecuador defender Yaimar Abel Medina have?,player-520,player
Which club does Yaimar Abel Medina play for?,player-520,player
What is Diogo Dalot's current market value?,player-1045,player
How many international caps does Diogo Dalot have for Portugal?,player-1045,player
How many minutes did Diogo Dalot play in the 2026 World Cup tournament?,player-1045,player
What is Pascal Gross's current club and market value?,player-429,player
How many minutes did Pascal Gross play in the World Cup 2026?,player-429,player
What position does Pascal Gross play and how many international caps does he have?,player-429,player
What is Alberto Abdiel Quintero's height and date of birth?,player-1241,player
How many international caps does the Panama midfielder Alberto Quintero have?,player-1241,player
Which club does Alberto Abdiel Quintero play for and what is his market value?,player-1241,player
What is Talib Raheem Fahad Talib's height and current club?,player-885,player
How many international caps does the Iraq goalkeeper Talib have?,player-885,player
What was Talib's market value in the World Cup statistics?,player-885,player
How many caps does Sekotori Evidence Makgopa have for South Africa?,player-43,player
What is the market value of South African forward Evidence Makgopa?,player-43,player
How many minutes did Evidence Makgopa play in the tournament?,player-43,player
How many matches did Joshua Brenet play in the World Cup 2026?,player-462,player
What is Joshua Brenet's height and market value?,player-462,player
Which country does Joshua Brenet play for and what is his position?,player-462,player
What is Themba Zwane's current club and market value?,player-37,player
How many caps does Themba Zwane have for South Africa and when was he born?,player-37,player
Did Themba Zwane score any goals in the World Cup tournament?,player-37,player
How many matches did Federico Valverde play in the World Cup tournament?,player-814,player
What is Federico Valverde's market value?,player-814,player
Which club does Federico Valverde play for?,player-814,player
How many caps does Ross Cameron Stewart have for Scotland?,player-300,player
What club does Ross Stewart play for and what is his market value?,player-300,player
How many minutes did Ross Stewart play in World Cup matches?,player-300,player
What club does Hyeonwoo Jo play for?,player-73,player
How many international caps has Hyeonwoo Jo earned for South Korea?,player-73,player
What is Hyeonwoo Jo's height and birth date?,player-73,player
How many goals did Malik Leon Tillman score in the World Cup 2026?,player-329,player
What is Malik Leon Tillman's current club and market value?,player-329,player
How many minutes did Malik Tillman play in the 2026 World Cup tournament?,player-329,player
How many matches did Kristoffer Vassbakk Köpp Ajer play in the tournament?,player-913,player
What is the market value of Kristoffer Ajer and which club does he play for?,player-913,player
How tall is Kristoffer Ajer and when was he born?,player-913,player
What are Manel Farhan Ehsan Haddad's stats from the World Cup tournament?,player-1037,player
How many international caps does the Jordan defender Manel Farhan Ehsan Haddad have?,player-1037,player
Which club does Jordan player Manel Farhan Ehsan Haddad play for?,player-1037,player
How many saves did Edouard Osoque Mendy make at the World Cup?,player-874,player
What is Edouard Mendy's current club and market value?,player-874,player
How many international caps does the Senegal goalkeeper Osoque Mendy have?,player-874,player
What position does Behruzjon Karimov play?,player-1116,player
How many matches did Behruzjon Karimov start in the tournament?,player-1116,player
What is Behruzjon Karimov's market value?,player-1116,player
How many matches did Leandro Jones Johan Bacuna play in the World Cup?,player-452,player
What is Leandro Bacuna's market value and what club does he play for?,player-452,player
How many international caps does Leandro Jones Johan Bacuna have for Curaçao?,player-452,player
What is Pedro Neto's current club and market value?,player-1058,player
How many World Cup matches did Pedro Neto play in and what were his goal and assist statistics?,player-1058,player
What are Pedro Neto's physical stats including height and date of birth?,player-1058,player
How many matches did Fredrik Aursnes play in the World Cup?,player-924,player
What is Fredrik Aursnes's current club and market value?,player-924,player
How tall is Fredrik Aursnes and what year was he born?,player-924,player
How many matches did Jearl Erwin Margaritha play for Curaçao in the World Cup 2026?,player-458,player
What is Jearl Erwin Margaritha's current club and market value?,player-458,player
Did Jearl Erwin Margaritha score any goals or receive any cards in the tournament?,player-458,player
How many caps does Nathanaël Mbuku have for Congo DR?,player-1073,player
What is Nathanaël Mbuku's market value and which club does he play for?,player-1073,player
How many minutes did Nathanaël Mbuku play at the World Cup 2026?,player-1073,player
What is Hee Chan Hwang's current club?,player-63,player
How many minutes did Hee Chan Hwang play in the World Cup tournament?,player-63,player
What is the market value of South Korean midfielder Hee Chan Hwang?,player-63,player
What is Sebastián Enzo Caceres's height and age?,player-809,player
How many matches did Sebastián Enzo Caceres play in the tournament and what position does he play?,player-809,player
What is Sebastián Enzo Caceres's current market value and which club does he play for?,player-809,player
How many assists did Luka Modric have in the 2026 World Cup?,player-1180,player
What is Luka Modric's current club and market value?,player-1180,player
How many minutes did Luka Modric play in the World Cup tournament?,player-1180,player
How many goals did Ashour Metwaly Emam score in the World Cup tournament?,player-658,player
What position does Ashour Metwaly Emam play and how many international caps does he have?,player-658,player
How many minutes did Ashour Metwaly Emam play in his World Cup matches and what cards did he receive?,player-658,player
How many matches did Tajon Buchanan play in the 2026 World Cup?,player-121,player
What is Tajon Buchanan's current club and market value?,player-121,player
How tall is the Canadian forward Tajon Buchanan and when was he born?,player-121,player
What is Khalil Ayari's current club and market value?,player-612,player
Did Khalil Ayari play any matches in the World Cup tournament?,player-612,player
How many international caps does the Tunisian midfielder Khalil Ayari have?,player-612,player
What is Neil Yoni El Aynaoui's market value?,player-258,player
How many matches did Neil Yoni El Aynaoui play in the World Cup 2026 tournament?,player-258,player
What club does Neil Yoni El Aynaoui play for and how tall is he?,player-258,player
How many matches did Leroy Sane play in the World Cup?,player-435,player
What is Leroy Sane's current club and market value?,player-435,player
How many goals did Leroy Sane score for Germany in the tournament?,player-435,player
What is Jaroslav Zeleny's current club and market value?,player-98,player
How many international caps does the Czech defender Jaroslav Zeleny have?,player-98,player
"What were Jaroslav Zeleny's stats in the tournament - goals, assists, and cards?",player-98,player
How many matches did Brandon Mechele play for Belgium in the World Cup?,player-628,player
What is Brandon Mechele's height and birth date?,player-628,player
What club does Brandon Mechele play for and what is his market value?,player-628,player
How many saves did Ibrahim Mahmoud Abunada make in the tournament?,player-157,player
What is Ibrahim Abunada's height and market value?,player-157,player
Which team does Ibrahim Abunada play for and how old is he?,player-157,player
What is Senne Lammens' position and which club does he play for?,player-636,player
How tall is Senne Lammens and what year was he born?,player-636,player
How many clean sheets did Senne Lammens record in the World Cup 2026 tournament?,player-636,player
How many matches did Rani Khedira play for Tunisia in the tournament?,player-611,player
What is Rani Khedira's club and current market value?,player-611,player
How tall is Rani Khedira and how many international caps does he have?,player-611,player
How many matches did Timothy Ream play in the tournament?,player-325,player
What is Timothy Ream's height and market value?,player-325,player
Which club does USA defender Timothy Ream play for?,player-325,player
What is Lucas Hernandez's current market value?,player-853,player
How tall is the French defender Lucas Francois Bernard Hernandez?,player-853,player
How many international caps does Lucas Hernandez have for France?,player-853,player
How many saves did Dean Henderson have at the World Cup?,player-1157,player
What is Dean Henderson's current market value?,player-1157,player
How tall is Dean Henderson and what club does he play for?,player-1157,player
How many matches did Moisés Caicedo play for Ecuador at the World Cup?,player-517,player
What is Moisés Caicedo's current club and market value?,player-517,player
How many caps does Moisés Caicedo have for the Ecuador national team?,player-517,player
What are Martin Yves Roberns Didier's statistics from the Haiti World Cup tournament?,player-268,player
How many international caps does Martin Yves Roberns Didier have and what is his current market value?,player-268,player
Which club does defender Martin Yves Roberns Didier play for and what is his height?,player-268,player
How much is Obed Goméz Vargas worth on the market?,player-18,player
What are Obed Goméz Vargas's stats from the World Cup 2026?,player-18,player
Which club does Obed Goméz Vargas play for and when was he born?,player-18,player
How many matches did John Stones play in the tournament and how many did he start?,player-1149,player
What is John Stones' current club and market value?,player-1149,player
How tall is John Stones and how many international caps does he have?,player-1149,player
What is Donggyeong Lee's current club and market value?,player-78,player
How many international caps does the South Korean midfielder Donggyeong Lee have?,player-78,player
Did Donggyeong Lee play any matches at the World Cup 2026?,player-78,player
How many matches did Gideon Mensah play in the World Cup tournament?,player-1210,player
What is Gideon Mensah's current club and market value?,player-1210,player
How old is Gideon Mensah and how tall is he?,player-1210,player
What is Róshón Felix's current club and market value?,player-446,player
How many international caps does the Curaçao defender born in 1998 have?,player-446,player
Did Róshón Felix play in the World Cup 2026 tournament and if so how many minutes?,player-446,player
How many matches did Valentin Barco play for Argentina in the World Cup 2026?,player-944,player
What is Valentin Barco's current market value?,player-944,player
What club does Valentin Barco play for?,player-944,player
How many matches did Adrián Cubas play at the World Cup?,player-352,player
What is Adrián Cubas's market value and which club does he play for?,player-352,player
How tall is Adrián Cubas and when was he born?,player-352,player
What is Rúben Dias's market value?,player-1043,player
How many international caps does Rúben Dias have for Portugal?,player-1043,player
How many minutes did Rúben Dias play in the World Cup tournament?,player-1043,player
What is Jisung Eom's current market value?,player-77,player
How many matches did Jisung Eom play for South Korea in the tournament?,player-77,player
Which club does Jisung Eom play for?,player-77,player
How many international caps does Miguel Nuno Da Costa have?,player-775,player
What club does the Cape Verde midfielder Miguel Nuno Da Costa play for?,player-775,player
What was Miguel Nuno Da Costa's total playing time at the FIFA World Cup 2026?,player-775,player
How many international caps does Barış Alper Yilmaz have?,player-411,player
What is the market value of the Turkish forward Barış Alper Yilmaz?,player-411,player
How many minutes did Barış Alper Yilmaz play in the World Cup tournament?,player-411,player
How many assists did Christopher Grant Wood have in the World Cup 2026?,player-711,player
What club does New Zealand forward Christopher Grant Wood play for?,player-711,player
How tall is Christopher Grant Wood and what is his market value?,player-711,player
What is Marvin Keller's club and market value?,player-203,player
How tall is Marvin Keller and what position does he play for Switzerland?,player-203,player
How many international caps does Marvin Keller have for the Swiss national team?,player-203,player
How many minutes did Joshua Kimmich play in the World Cup 2026?,player-422,player
What is Joshua Kimmich's current market value?,player-422,player
How many assists did Kimmich record during the tournament?,player-422,player
What is Duje Caleta-Car's current club and market value?,player-1175,player
How many caps does the Croatian defender Duje Caleta-Car have for his national team?,player-1175,player
Did Duje Caleta-Car play in any World Cup 2026 matches?,player-1175,player
What is Haydar Hussein Hussein's playing position and which country does he represent?,player-887,player
How many matches did Haydar Hussein Hussein play in the tournament and what was his total minutes on the field?,player-887,player
What is the market value and height of Iraqi defender Haydar Hussein Hussein?,player-887,player
How many clean sheets did Benjamin Asare have in the World Cup?,player-1212,player
What club does Benjamin Asare play for and what is his market value?,player-1212,player
How many matches did Benjamin Asare start in the tournament?,player-1212,player
How many matches did Arda Guler play in the World Cup and how many goals did he score?,player-398,player
What is Arda Guler's current club and market value?,player-398,player
How tall is Arda Guler and when was he born?,player-398,player
How many caps does Patrick Wimmer have for Austria?,player-1009,player
What is Patrick Wimmer's market value and which club does he play for?,player-1009,player
How much playing time did Patrick Wimmer get in the tournament?,player-1009,player
What is Sandro Alex's position and which country does he play for?,player-214,player
How many minutes did Sandro Alex play in World Cup 2026 matches?,player-214,player
What is Sandro Alex's current club and market value?,player-214,player
What are Abdulrahman Abdullah Alhamddan's World Cup tournament statistics?,player-799,player
How many international caps does the Saudi Arabia forward Abdulrahman Alhamddan have?,player-799,player
What is Abdulrahman Abdullah Alhamddan's market value and current club?,player-799,player
How many goals did Hazem Mastouri score in the tournament?,player-607,player
What club does Hazem Mastouri play for?,player-607,player
How tall is Hazem Mastouri?,player-607,player
What is Ahmad Salameh Saed's market value?,player-1033,player
How tall is the Jordanian defender Ahmad Salameh Saed?,player-1033,player
Which club does Ahmad Salameh Saed play for?,player-1033,player
How many goals did Mohammad Mousa Altamari score in the World Cup 2026?,player-1024,player
What is Mohammad Mousa Altamari's club and market value?,player-1024,player
How tall is Mohammad Mousa Altamari and when was he born?,player-1024,player
How many matches did Relebohile Mofokeng play in at the World Cup?,player-36,player
What is Relebohile Mofokeng's current market value?,player-36,player
Which club does South African forward Relebohile Mofokeng play for?,player-36,player
How many matches did Mostafa Ahmed Lashin play in the tournament?,player-667,player
What club does Mostafa Ahmed Lashin play for?,player-667,player
How tall is Mostafa Ahmed Lashin?,player-667,player
How many international caps does Paul Brian Rodriguez have?,player-824,player
What is Paul Brian Rodriguez's market value?,player-824,player
Did Paul Brian Rodriguez score any goals in the World Cup tournament?,player-824,player
What is Gabriel Gudmundsson's market value?,player-577,player
How many matches did the Swedish defender Gabriel Gudmundsson play in the World Cup?,player-577,player
Did Gabriel Gudmundsson receive any yellow or red cards during the tournament?,player-577,player
How many matches did Thapelo Maseko play in the World Cup 2026?,player-38,player
What is Thapelo Maseko's current club and market value?,player-38,player
How many goals did Thapelo Maseko score for South Africa in the tournament?,player-38,player
How many goals did Christian Pulisic score in the World Cup 2026?,player-322,player
What club does Christian Pulisic play for?,player-322,player
How many matches did Christian Pulisic play in the 2026 World Cup tournament?,player-322,player
Did Kaan Ayhan score any goals at the World Cup?,player-412,player
What club does Kaan Ayhan play for?,player-412,player
How many international caps does Kaan Ayhan have for Turkey?,player-412,player
What is Mohamed Abdelsalam Omar's current club and market value?,player-672,player
"How many appearances did Mohamed Abdelsalam Omar make at the World Cup tournament, and how many minutes did he play?",player-672,player
What are the physical stats and international caps for Egyptian forward Mohamed Abdelsalam Omar?,player-672,player
How many goals did Jude Bellingham score at the FIFA World Cup 2026?,player-1154,player
What is Jude Bellingham's current club and market value?,player-1154,player
How many matches did Jude Bellingham play in the World Cup 2026 tournament?,player-1154,player
How many matches did Danley Jean Jacques play in the tournament and what was his total minutes?,player-277,player
What is Danley Jean Jacques's current club and market value?,player-277,player
How many yellow cards did the Haiti midfielder Danley Jean Jacques receive during the tournament?,player-277,player
How many matches did Ali Nemati play for Iran in the tournament?,player-695,player
What club does Ali Nemati play for and what is his market value?,player-695,player
How tall is Ali Nemati and when was he born?,player-695,player
What is Bara Sapoko Ndiaye's current club and market value?,player-880,player
How many minutes did Bara Sapoko Ndiaye play for Senegal in the tournament?,player-880,player
"Which Senegalese midfielder was born on December 31, 2007?",player-880,player
What is Alexander Nuebel's current club and market value?,player-437,player
How tall is Alexander Nuebel and when was he born?,player-437,player
How many international caps does Alexander Nuebel have for Germany?,player-437,player
What are Quinten Timber's stats from the World Cup?,player-546,player
How many caps does the Netherlands midfielder born in 2001 playing for Olympique Marseille have?,player-546,player
Did Quinten Timber score any goals in his World Cup appearances?,player-546,player
How tall is Christian Fassnacht and what is his market value?,player-198,player
Which Swiss forward played for BSC Young Boys in the 2026 World Cup?,player-198,player
How many international caps does Christian Andreas Fassnacht have?,player-198,player
What is Belgium's FIFA ranking heading into the 2026 World Cup?,team-25,team
Who is the manager of the Belgian national team for the World Cup?,team-25,team
How many games did Belgium play in the tournament and what was their win-loss record?,team-25,team
What was Norway's FIFA ranking before the 2026 World Cup started?,team-36,team
How many matches did Norway win during their World Cup campaign?,team-36,team
Who is the manager of the Norwegian national football team for the World Cup?,team-36,team
What group is Sweden in for the 2026 FIFA World Cup?,team-23,team
What was Sweden's pre-tournament FIFA ranking heading into the World Cup 2026?,team-23,team
How many matches did Sweden play in the 2026 World Cup and what was their record?,team-23,team
What is Colombia's FIFA ranking going into the 2026 World Cup?,team-44,team
How many matches did Colombia play in the 2026 World Cup and what was their final record?,team-44,team
Which group is Colombia in for the 2026 FIFA World Cup?,team-44,team
What group is Iraq in for the FIFA World Cup 2026?,team-35,team
How many goals did Iraq concede during the 2026 World Cup tournament?,team-35,team
Who was the manager of the Iraq national team at the 2026 World Cup?,team-35,team
What is Uruguay's FIFA ranking going into the 2026 World Cup?,team-32,team
Who is the manager of the Uruguay national team for the 2026 World Cup?,team-32,team
How many matches did Uruguay play in the 2026 World Cup group stage and what was their record?,team-32,team
What is Thomas Tuchel's team in the 2026 World Cup?,team-45,team
How many goals did England score in the 2026 World Cup?,team-45,team
Which group is England in for FIFA World Cup 2026?,team-45,team
What was Turkey's performance at the 2026 FIFA World Cup in the group stage?,team-16,team
Who is the manager of the Turkish national football team at the 2026 World Cup?,team-16,team
What was Turkey's pre-tournament FIFA ranking and Elo rating heading into the 2026 World Cup?,team-16,team
What group is Canada in for the FIFA World Cup 2026?,team-5,team
How many matches did Canada play in the 2026 World Cup and what was their record?,team-5,team
Who is the manager of Canada's national team for the 2026 World Cup?,team-5,team
What was South Korea's FIFA ranking before the 2026 World Cup?,team-3,team
How many matches did South Korea play in the 2026 World Cup and what was their record?,team-3,team
Who is the manager of South Korea's 2026 World Cup team?,team-3,team
Which group is Bosnia and Herzegovina in for the 2026 FIFA World Cup?,team-6,team
How many matches did Bosnia and Herzegovina win in the 2026 World Cup?,team-6,team
What was Bosnia and Herzegovina's FIFA ranking before the 2026 World Cup started?,team-6,team
What is Brazil's FIFA ranking heading into the 2026 World Cup?,team-9,team
How many matches did Brazil win during the 2026 World Cup tournament?,team-9,team
Who is the manager of the Brazil national team for the 2026 World Cup?,team-9,team
Which group is Haiti in for the 2026 FIFA World Cup?,team-11,team
What was Haiti's FIFA ranking before the 2026 World Cup tournament?,team-11,team
How many matches did Haiti play in the 2026 World Cup and what was their record?,team-11,team
What is Ghana's group assignment in the FIFA World Cup 2026?,team-47,team
How many matches did Ghana play in the 2026 World Cup and what was their record?,team-47,team
Who is the manager of the Ghana national football team for the 2026 World Cup?,team-47,team
What is Paraguay's FIFA ranking heading into the 2026 World Cup?,team-14,team
How many matches did Paraguay win in the 2026 World Cup tournament?,team-14,team
Which group is Paraguay in for the 2026 FIFA World Cup?,team-14,team
Which CONCACAF team is in Group E at the FIFA World Cup 2026?,team-18,team
How many matches did Curaçao play in the 2026 World Cup before being eliminated?,team-18,team
What was Dick Advocaat's team's goal differential in the tournament?,team-18,team
What group is Japan in for the FIFA World Cup 2026?,team-22,team
How many games did Japan win in the World Cup 2026 tournament?,team-22,team
Who is the manager of the Japanese national football team at the 2026 World Cup?,team-22,team
What is Ecuador's FIFA ranking heading into the 2026 World Cup?,team-20,team
How many matches did Ecuador play in the 2026 World Cup and what was their record?,team-20,team
Who is the manager of the Ecuador national team for the 2026 World Cup?,team-20,team
What is Germany's FIFA ranking before the 2026 World Cup?,team-17,team
How many matches did Germany play in the 2026 World Cup and what was their record?,team-17,team
Who is the manager of the German national team for the 2026 World Cup?,team-17,team
What is Iran's FIFA ranking heading into the 2026 World Cup?,team-27,team
Which group is IR Iran placed in for the FIFA World Cup 2026?,team-27,team
How many matches did Iran play in the 2026 World Cup tournament stages?,team-27,team
What is Argentina's group in the FIFA World Cup 2026?,team-37,team
How many goals did Argentina score in the tournament?,team-37,team
Who is the manager of the Argentina national team for World Cup 2026?,team-37,team
What is Scotland's FIFA ranking before the 2026 World Cup?,team-12,team
How many matches did Scotland play in the 2026 World Cup and what was their final record?,team-12,team
Who is the manager of the Scottish national team at the 2026 World Cup?,team-12,team
What is the Democratic Republic of Congo's FIFA ranking going into the 2026 World Cup?,team-42,team
How many matches did Congo DR play in the 2026 World Cup and what was their record?,team-42,team
Who is the manager of the Congo DR national team at the 2026 World Cup?,team-42,team
What is Egypt's FIFA ranking going into the 2026 World Cup?,team-26,team
How many matches did Egypt play in the 2026 World Cup and what was their record?,team-26,team
Which group is Egypt in for the 2026 FIFA World Cup?,team-26,team
What is Czechia's FIFA ranking going into the 2026 World Cup?,team-4,team
Which group is Czechia in for the 2026 FIFA World Cup?,team-4,team
How many goals did Czechia score and concede in the 2026 World Cup?,team-4,team
What was Morocco's FIFA ranking before the 2026 World Cup tournament started?,team-10,team
How many matches did Morocco win during the World Cup?,team-10,team
Who is the manager of the Morocco national football team for the World Cup?,team-10,team
What is Switzerland's manager at the FIFA World Cup 2026?,team-8,team
How many goals did Switzerland concede during the World Cup 2026?,team-8,team
Which group is Switzerland in for the FIFA World Cup 2026?,team-8,team
What is Saudi Arabia's FIFA ranking going into the 2026 World Cup?,team-31,team
Which group is Saudi Arabia in for the World Cup 2026?,team-31,team
How many matches did Saudi Arabia play in the 2026 World Cup and what was their record?,team-31,team
What is Portugal's FIFA ranking heading into the 2026 World Cup?,team-41,team
How many goals did Portugal score in the World Cup 2026 tournament?,team-41,team
Who is the manager of the Portuguese national team for the 2026 FIFA World Cup?,team-41,team
What group is Jordan in for the 2026 World Cup?,team-40,team
How many goals did Jordan score in the 2026 World Cup group stage?,team-40,team
What was Jordan's record in the 2026 World Cup and how many matches did they play?,team-40,team
What is the capacity of AT&T Stadium in Arlington?,venue-4,venue
Which matches did England play at Dallas Stadium during the 2026 World Cup?,venue-4,venue
When did Brazil play Norway at Dallas Stadium in the 2026 World Cup?,venue-4,venue
What matches are being played at BMO Field in Toronto during the 2026 World Cup?,venue-6,venue
How many spectators can BMO Field in Toronto hold?,venue-6,venue
"Did Portugal play in Toronto during the 2026 World Cup, and if so when and who did they face?",venue-6,venue
What matches will be played at Estadio Azteca during the 2026 World Cup?,venue-1,venue
